0	10610	3	188	5
10	6245	868	168	4
20	12671	4384	242	5
30	36107	15546	383	5
40	63995	33241	569	5
50	128553	67522	983	4
60	198718	110663	1385	5
70	328101	181116	3355	5
80	449345	260944	5140	5
90	661733	380648	8245	5
100	864326	508303	10430	5
110	1186454	689568	15013	5
120	1467029	876738	17125	5
130	1913340	1131854	23438	5
140	2317113	1388287	27101	5
150	2918779	1731953	35816	5
160	3424286	2070264	38802	5
170	4190747	2513852	49674	6
180	4864453	2943315	55821	6
190	5832465	3500586	69604	6
200	6628881	4034606	74648	6
210	7801348	4717923	91491	7
220	8813734	5365801	99824	7
230	10234884	6188041	119636	7
240	11388054	6964546	125434	5
250	13052747	7939235	149619	6
260	14614243	8859838	165041	6
270	16620231	10006219	189975	6
280	18155727	11060686	197661	7
290	20465608	12385357	232120	7
300	22336615	13596669	246805	7
310	24957772	15112373	280960	7
320	27013653	16495369	291623	8
330	29980893	18217817	335925	8
340	32390139	19781135	364810	8
350	35756684	21716938	400708	9
360	38309885	23476973	411641	9
370	42066906	25638450	467633	10
380	45082227	27603272	494367	10
390	49226834	30006130	547515	11
400	52454029	32189577	562800	11
410	57031102	34853618	639780	12
420	60720559	37249427	664410	12
430	65798067	40181141	727623	13
440	69626370	42819652	748830	14
450	75181115	46030136	829073	15
460	79612545	48920549	864432	16
470	85628206	52415951	939626	17
480	90289714	55575368	959075	17
490	96824220	59391765	1055570	18
500	102065597	62800984	1109720	19
510	109204469	66932512	1325921	20
520	115724574	70715682	1284925	21
530	123776720	75205513	1368908	23
540	129576394	79157276	1414043	23
550	138315626	83979199	1538320	25
560	144255542	88263314	1570391	25
570	153565828	93449370	1686228	27
580	160255885	98035880	1740146	28
590	170309112	103600238	1882614	29
600	177128211	108513637	1924430	30
610	187787939	114470230	2060312	32
620	195431927	119709966	2123328	33
630	206891150	126058034	2282056	34
640	214650087	131653902	2311948	35
650	226750555	138416880	2457686	37
660	235412023	144356943	2531933	38
670	248369243	151545080	2715125	40
680	257128665	157882734	2857728	41
690	270761174	165500599	2941418	43
700	280503672	172186566	3006746	44
710	295050887	180264945	3212920	47
720	304871445	187352169	3252146	48
730	320127295	195899723	3454646	50
740	331014374	203369997	3523004	51
750	347243585	212379790	3754038	54
760	358185928	220292757	3804008	55
770	376437075	230000508	4081029	59
780	388478153	238308367	4122940	60
790	406682389	248328676	4418150	63
800	418667567	257088027	4470422	64
810	437654131	267615230	4698632	67
820	450877936	276817441	4892520	68
830	470966638	287875258	5087257	71
840	484179532	297533942	5147544	73
850	505082207	309154799	5423947	76
860	519625674	319268903	5521895	78
870	541691640	331425585	5822494	81
880	556192100	342042832	5900371	83
890	579102985	354758811	6161329	86
900	595028862	365854218	6306152	89
910	619164895	379158333	6625490	91
920	635012770	390759946	6716705	93
930	660023967	404669151	6979921	98
940	677395004	416773019	7135886	99
950	703693905	431291189	7515426	103
960	720949046	443935460	7611579	105
970	748152653	459056374	7922565	110
980	767031601	472203542	8073563	111
990	795586167	487967304	8511340	116
1000	814308422	501711643	8666630	118
