0	655	0	17	7
10	12087	2000	42	5
20	73889	16002	117	5
30	234569	54024	177	5
40	540790	128030	325	4
50	1042511	250017	466	5
60	1785625	432011	732	5
70	2820456	686007	1437	5
80	4192267	1024006	4631	6
90	5952209	1458021	18189	6
100	8144711	2000023	63795	6
110	10821763	2662064	84454	6
120	14026118	3456033	113300	7
130	17812209	4394030	142949	7
140	22222021	5488029	176883	8
150	27309223	6750025	216691	10
160	33115728	8192082	322447	10
170	39696041	9826078	332244	11
180	47091357	11664034	385858	12
190	55356784	13718696	7208963	20
200	64532666	16000150	540054	16
210	74675200	18523689	726387	19
220	85823777	21297387	1716027	20
230	98035421	24336134	799230	23
240	111348685	27649963	1143486	26
250	125819814	31251185	1019927	30
260	141491261	35155137	1218721	33
270	158417116	39374083	1403565	36
280	176635753	43907073	1790648	43
290	196206721	48782248	3767737	48
300	217166045	54009993	2115043	49
310	239574247	59594881	3292115	56
320	263466265	65540429	3788576	64
330	288903451	71878693	4856727	71
340	315920158	78617260	3935628	74
350	344578458	85780762	47508645	115
360	374911977	93317776	7841142	93
370	406983386	101318341	24176391	111
380	440825471	110060220	58115259	155
390	476501988	118655406	8484738	114
400	514044767	128012777	14750078	130
410	553518520	137854907	20014481	143
420	594953989	148204716	27494109	153
430	638416728	159059670	30730586	162
440	683936891	170405773	48821283	190
450	731580864	182297410	60202162	209
460	781377714	194740438	70693216	221
470	833394678	207699925	87424150	250
480	887660343	221268115	103325495	275
490	944242415	235411383	122420056	305
500	1003168648	250119943	138454915	331
510	1064507839	266040527	133603223	450
520	1128286877	281451224	167013562	386
530	1194575169	297986750	175764691	408
540	1263398782	315071000	175812284	417
550	1334828309	332975699	197335673	458
560	1408888616	351519396	210557498	486
570	1485651126	370690651	220938571	513
580	1565140244	390476880	220989797	524
590	1647427868	411070094	246059699	569
600	1732537555	432360203	257920750	599
610	1820542412	454338835	271036551	629
620	1911464788	477018753	285086458	659
630	2005378758	500511054	299010069	695
640	2102305825	524770522	313727854	729
650	2202320780	549773798	325374754	761
660	2305444661	575532549	344176229	799
670	2411752724	602177054	331925806	806
680	2521265174	629536682	354461702	853
690	2634058476	657867414	395703355	922
700	2750151618	689285768	362910000	995
710	2869622028	716877616	433590157	1010
720	2992487857	747731314	452278444	1055
730	3118827393	785935622	475538713	1256
740	3248657941	826094662	502624831	1575
750	3382053221	862204986	525453424	1846
760	3519040520	908662855	554551648	2223
770	3659694097	951645256	579854596	2563
780	3804032437	988347295	605769312	2994
790	3952131161	1033608211	634240992	3395
800	4104007879	1090976574	663958349	3870
810	4259743714	1132744516	689677612	4281
820	4419353101	1173183620	715738100	4517
830	4582918040	1255322910	617275793	4865
840	4750452105	1265938085	770651944	4997
850	4922038149	1312027249	800078049	5230
860	5097688911	1319961779	737565104	5428
870	5277488070	1397986878	858392217	5761
880	5461447531	1456006009	889300537	6039
890	5649651794	1504903912	956151916	6313
900	5842111948	1550697349	978022489	6629
910	6038913322	1571448201	1029745695	6904
920	6240066169	1658571242	1038563283	7237
930	6445656657	1718789318	1053868338	7551
940	6655694201	1732524133	1090316469	7879
950	6870265927	1827130561	1124928136	8229
960	7089380034	1889391667	1173815641	8609
970	7313124871	1949696724	1200232383	8962
980	7541507671	2007251278	1255050865	9356
990	7774617619	2043629261	1134592156	9733
1000	8012461115	2138922598	1319778204	10161
