0	723	0	23	6
10	51302	2001	51	6
20	382845	16000	113	5
30	1271195	54044	180	5
40	2992066	128086	340	5
50	5821947	250113	538	5
60	10036621	432147	3331	6
70	15912104	686052	13851	8
80	23724385	1024092	31509	9
90	33749467	1458092	43249	11
100	46263349	2000099	67869	14
110	61542033	2662328	92729	18
120	79860675	3456145	122189	22
130	101496887	4394192	152776	26
140	126725902	5488256	196290	32
150	155823715	6750361	236229	38
160	189066332	8192434	290499	46
170	226729743	9826393	340502	54
180	269090082	11664547	417810	63
190	316423099	13720165	7474906	76
200	369004912	16001160	587137	85
210	427111527	18523002	658636	97
220	491018944	21297318	2223274	111
230	561003159	24335700	878820	126
240	637340175	27651145	1023782	142
250	720304365	31252910	1154803	160
260	810176474	35156143	1306298	180
270	907227880	39373271	1456022	202
280	1011736088	43912545	1748049	226
290	1123977096	48788917	3985379	252
300	1244226904	54010062	2278020	277
310	1372761638	59594472	2765963	306
320	1509857047	65549006	2687626	336
330	1655789257	71890600	3380925	369
340	1810834267	78625646	5003668	403
350	1975268080	85827869	52859092	474
360	2149366814	93369146	37020075	497
370	2333406227	101367811	48218018	547
380	2527662448	109856188	81393709	755
390	2732411448	118731664	67175099	644
400	2947929260	128101290	75396015	697
410	3174491997	137959484	83007301	751
420	3412375412	148294511	93006289	809
430	3661855626	159128442	102977867	871
440	3923208642	170488111	116290301	939
450	4196710581	182370017	126009632	1005
460	4482637198	194795054	135004825	1073
470	4781264614	207773469	148889810	1150
480	5092868956	221329346	161423035	1226
490	5417725973	235440298	175602890	1308
500	5756111792	250146755	191308153	1394
510	6108302451	265323376	142140779	1901
520	6474573954	281392559	214104491	1570
530	6855202174	297951816	220544105	1662
540	7250463195	315135005	220920165	1769
550	7660633138	332987467	232193658	1850
560	8085987758	351492226	239267088	1954
570	8526803180	370676522	245689442	2058
580	8983355528	390518716	242698656	2163
590	9455920550	411077275	256569959	2281
600	9944774375	432389166	256689596	2402
610	10450193120	454370092	267483738	2515
620	10972452554	477077845	281416216	2643
630	11511828902	500527320	294282304	2772
640	12068597929	524780151	309938883	2909
650	12643035754	549735758	320895799	3044
660	13235418508	575486944	339769187	3191
670	13846021943	601981324	339091660	3437
680	14475122163	629437143	369353906	3493
690	15122995317	657601250	388950004	3652
700	15789917204	686587925	376752823	4378
710	16476163901	716428393	424075093	3981
720	17182011336	747145487	443982156	4154
730	17907735691	778795497	469159420	4360
740	18653612730	811244076	492101247	4572
750	19419913314	844642604	516187457	4782
760	20206924009	879020492	542995008	5013
770	21014915380	914231555	569983838	5246
780	21844166015	950340846	599280065	5484
790	22694947015	987375384	622792873	5727
800	23567536941	1025487967	655240962	5992
810	24462211542	1064370861	680264692	6230
820	25379247067	1104200255	708031829	6479
830	26318919430	1144556224	641177533	8295
840	27281504395	1186925041	762542023	6975
850	28267278199	1229777067	789994829	7253
860	29276516928	1273410627	749808147	7534
870	30309496334	1318568841	848835258	7765
880	31366492669	1364576103	879710403	8080
890	32447781672	1411609323	945403919	8357
900	33553639605	1459603003	962888301	8655
910	34684342215	1508777621	1017189928	8975
920	35840165745	1559137185	1026570134	9243
930	37021385953	1610487858	1043349830	9545
940	38228279090	1662804595	1081510496	9878
950	39461121026	1716502569	1114624118	10214
960	40720187645	1771194164	1161784485	10552
970	42005755184	1827178426	1190165691	10919
980	43318099396	1884050217	1235948784	11227
990	44657496602	1941967809	1151994001	12270
1000	46024222357	2001808459	1307193101	11981
